name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Type,popular
Little Bites,No,No,3.6,7,MG Road,others,"Cafe, Fast Food",200.0,Delivery,0
Hatch,Yes,Yes,4.2,471,Malleshwaram,"Casual Dining, Bar",others,1200.0,Drinks & nightlife,1
Avanti Indian Barbeque & Grill,No,No,3.4,46,Domlur,Casual Dining,North Indian,1100.0,Dine-out,0
Yumatos,Yes,No,3.4,8,Whitefield,Quick Bites,"North Indian, Chinese",500.0,Dine-out,0
Smaaash,No,Yes,4.2,538,MG Road,others,others,1500.0,Pubs and bars,1
Patio - The Resto Cafe,Yes,No,3.7,73,Banaswadi,others,others,500.0,Delivery,0
Irene's Cafe & Deli - Citrus Hotels,No,No,3.700141861024285,0,Cunningham Road,Cafe,Cafe,1000.0,Dine-out,0
Cake Inc.,No,No,3.700141861024285,0,Domlur,Bakery,"Bakery, Desserts",450.0,Delivery,0
The Punjabi Rasoi,No,No,3.700141861024285,0,JP Nagar,Casual Dining,North Indian,800.0,Delivery,0
Easy Tiger,No,No,4.3,2272,Church Street,others,others,1100.0,Pubs and bars,1
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350.0,Dine-out,0
Chez Nous - Novotel,No,Yes,3.9,125,Marathahalli,others,others,2500.0,Dine-out,0
Tata Cha,Yes,No,3.700141861024285,0,Whitefield,Cafe,others,500.0,Cafes,0
Owly,No,No,3.7,27,others,Delivery,others,350.0,Delivery,0
Bread and Circus,No,No,3.7,50,Shanti Nagar,Cafe,others,550.0,Cafes,0
Hotpot EggStacy Chinese,No,No,3.700141861024285,0,New BEL Road,Quick Bites,Chinese,250.0,Dine-out,0
Wangs Kitchen,Yes,No,3.0,114,Bannerghatta Road,Casual Dining,Chinese,1000.0,Delivery,0
Indian Desi Momo,Yes,No,3.700141861024285,0,others,others,others,200.0,Delivery,0
Punjabi Nawabi,Yes,No,4.1,1036,HSR,Casual Dining,North Indian,500.0,Delivery,1
Sri Sai Restaurant,No,No,3.700141861024285,0,BTM,Quick Bites,others,300.0,Dine-out,0
The Belgian Waffle Co.,Yes,No,3.8,151,Jayanagar,Dessert Parlor,"Desserts, Beverages",350.0,Desserts,0
Totus,Yes,No,3.700141861024285,0,BTM,Quick Bites,Chinese,300.0,Delivery,0
Bangalore Masala House,Yes,No,4.2,255,others,Cafe,others,500.0,Dine-out,1
Malleshwaram Holige Mane,No,No,3.5,7,Malleshwaram,Quick Bites,South Indian,200.0,Dine-out,0
Sree Durga Darshini Veg,No,No,3.700141861024285,0,Bannerghatta Road,Quick Bites,South Indian,200.0,Dine-out,0
Karavali Grand,Yes,No,3.7,28,Koramangala 5th Block,Casual Dining,others,600.0,Dine-out,0
Delhi Mahal,Yes,No,3.1,114,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Delivery,0
New Ambur Hot Dum Biryani,No,No,3.700141861024285,0,others,Quick Bites,others,400.0,Dine-out,0
Hotel Orchid,No,No,3.700141861024285,0,BTM,Casual Dining,others,500.0,Delivery,0
Domino's Pizza,Yes,No,3.0,348,Bannerghatta Road,Quick Bites,"Pizza, Fast Food",400.0,Delivery,0
Ashirvad Veg,No,No,3.4,9,Marathahalli,Quick Bites,South Indian,300.0,Dine-out,0
Tawa Ghar Ka,Yes,No,3.8,331,HSR,Quick Bites,North Indian,350.0,Delivery,0
Nimma Mane,No,No,3.700141861024285,0,Domlur,Quick Bites,South Indian,100.0,Dine-out,0
Uday Sweets,Yes,No,3.8,33,Koramangala 5th Block,others,others,250.0,Delivery,0
5th Main Cafe,No,No,3.5,15,HSR,Cafe,"Cafe, Fast Food",250.0,Cafes,0
Tea and Wine Lounge,No,No,3.5,10,others,Cafe,others,800.0,Desserts,0
Pizza Stop,Yes,No,3.0,87,Banashankari,Quick Bites,others,600.0,Dine-out,0
AM Biryani Junction,No,No,3.700141861024285,0,Richmond Road,Quick Bites,"North Indian, Chinese, Biryani",300.0,Dine-out,0
Hari Super Sandwich,No,No,3.700141861024285,0,Banashankari,"Takeaway, Delivery",others,200.0,Delivery,0
Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9,52,Sarjapur Road,others,others,1900.0,Dine-out,0
MK Dabbawala,Yes,No,3.1,5,Koramangala 4th Block,Delivery,North Indian,400.0,Delivery,0
Ambur Hot Dum Biryani,No,No,3.4,7,Marathahalli,Quick Bites,others,300.0,Delivery,0
Hoppipola,Yes,No,4.3,1708,Church Street,others,others,1300.0,Dine-out,1
Akshaya Sambrama Veg Restaurant,No,No,3.2,13,others,Quick Bites,"South Indian, Chinese",200.0,Dine-out,0
On The Nose,Yes,No,3.8,615,BTM,Cafe,others,600.0,Delivery,0
Priya Restaurant,No,No,3.700141861024285,0,Jayanagar,Quick Bites,"South Indian, North Indian",250.0,Dine-out,0
Oregano Pizzeria,Yes,No,3.5,60,Frazer Town,Quick Bites,"Italian, Pizza",300.0,Delivery,0
Goodness! Beverages,Yes,No,3.700141861024285,0,Residency Road,"Takeaway, Delivery",Beverages,250.0,Delivery,0
Burger King,Yes,No,3.9,1050,Koramangala 7th Block,Quick Bites,others,600.0,Delivery,0
Gowdara Naati Mane,Yes,No,3.700141861024285,0,Residency Road,Casual Dining,"South Indian, Biryani",600.0,Delivery,0
Sri Jayalakshmi Bakery,No,No,3.3,5,Shanti Nagar,Bakery,others,250.0,Desserts,0
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",others,800.0,Dine-out,0
The Waffles Hut,Yes,No,3.8,23,Koramangala 5th Block,Dessert Parlor,Desserts,400.0,Desserts,0
The Yogisthaan Cafe,Yes,No,4.1,62,others,Cafe,others,600.0,Delivery,1
Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,others,others,800.0,Cafes,0
HSR SLV Fast Food,Yes,No,3.7,33,HSR,Quick Bites,"South Indian, Fast Food",200.0,Delivery,0
Pizza Joint Food Junction,Yes,No,3.1,8,Indiranagar,Quick Bites,others,350.0,Delivery,0
Vibe Club,No,No,3.700141861024285,0,BTM,Quick Bites,"Fast Food, Beverages",300.0,Dine-out,0
Daawat Restaurant Bar & Pub,Yes,No,3.5,9,Koramangala 7th Block,others,others,700.0,Delivery,0
Gobble Up Churros Cafe,Yes,No,3.8,38,Ulsoor,Casual Dining,others,400.0,Delivery,0
Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,"Fast Food, Rolls",150.0,Dine-out,0
Dice N Dine,Yes,Yes,4.3,1805,Koramangala 5th Block,others,others,900.0,Dine-out,1
Midnight Special,Yes,No,3.700141861024285,0,HSR,"Takeaway, Delivery",others,500.0,Delivery,0
Ibaco,Yes,No,4.0,59,HSR,Dessert Parlor,Desserts,300.0,Desserts,1
Krazzy Folds,Yes,Yes,4.3,1907,Jayanagar,Cafe,others,800.0,Delivery,1
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,others,1800.0,Dine-out,0
"Malnad Blossom, Coffee & Cream",No,No,3.8,33,JP Nagar,Cafe,Cafe,300.0,Cafes,0
Juice And Joy,No,No,3.700141861024285,0,Jayanagar,others,"Beverages, Fast Food",150.0,Desserts,0
HIGH SKY,No,No,3.6,32,Whitefield,Casual Dining,others,1000.0,Buffet,0
Oye Amritsar,Yes,Yes,3.8,763,JP Nagar,Casual Dining,North Indian,600.0,Dine-out,0
Toscano,Yes,Yes,4.5,721,Koramangala 7th Block,Casual Dining,others,1500.0,Delivery,1
Moriz Restaurant,Yes,No,2.8,1878,Brookefield,Casual Dining,others,750.0,Delivery,0
Cookie Man,Yes,No,3.4,36,Brigade Road,Bakery,Bakery,150.0,Delivery,0
Stand View Cake N Snack,No,No,3.700141861024285,0,Indiranagar,others,others,300.0,Desserts,0
Anupam's Coast II Coast,Yes,No,4.1,845,Koramangala 6th Block,Casual Dining,others,700.0,Delivery,1
Warm Oven,Yes,No,3.9,96,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Desserts,0
Just Shawarma,Yes,No,3.7,117,Kammanahalli,Quick Bites,Arabian,300.0,Delivery,0
Dice N Dine,Yes,Yes,4.3,1810,Koramangala 5th Block,others,others,900.0,Dine-out,1
North Wale Restaurant,No,No,2.9,115,Brookefield,Casual Dining,"North Indian, Chinese",800.0,Delivery,0
Delhi Belli,No,No,3.3,4,Whitefield,"Takeaway, Delivery",North Indian,500.0,Delivery,0
Paratha Singh Pakora King,Yes,No,3.7,36,Koramangala 6th Block,Quick Bites,others,300.0,Dine-out,0
INDULGE by InnerChef,Yes,No,3.6,32,Whitefield,Bakery,"Desserts, Bakery",400.0,Delivery,0
Kuttanadu,Yes,No,2.8,261,HSR,Casual Dining,others,700.0,Dine-out,0
Thai Chy,Yes,Yes,4.3,376,Indiranagar,Casual Dining,others,1200.0,Delivery,1
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,Ulsoor,Cafe,others,2200.0,Dine-out,0
Spice Up,Yes,No,3.8,146,JP Nagar,Casual Dining,Chinese,600.0,Dine-out,0
Third Wave Coffee Roasters @ The Bohemian House,No,No,3.700141861024285,0,Richmond Road,Cafe,others,800.0,Desserts,0
Pinxx - Royal Orchid Central,Yes,Yes,3.8,200,MG Road,Casual Dining,others,1600.0,Dine-out,0
Misal Darbar,Yes,No,3.0,21,Indiranagar,Quick Bites,others,200.0,Dine-out,0
Dalma,Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,others,600.0,Dine-out,0
Wow Vada Pav,No,No,3.700141861024285,0,Bannerghatta Road,Quick Bites,others,150.0,Delivery,0
Punjabi Times,Yes,Yes,4.1,1696,Bellandur,"Casual Dining, Bar",North Indian,1100.0,Dine-out,1
Cupcake Bliss,Yes,No,3.700141861024285,0,Koramangala 7th Block,Bakery,Bakery,200.0,Desserts,0
Chawla's 2 online.com,No,No,3.700141861024285,0,Marathahalli,Delivery,"North Indian, Chinese",900.0,Delivery,0
Shawarma Hunt,No,No,3.700141861024285,0,BTM,Quick Bites,Arabian,300.0,Dine-out,0
Santrupti Uttara Karnataka Food Store,No,No,3.3,5,others,Quick Bites,South Indian,200.0,Dine-out,0
Spice Code,No,Yes,3.9,165,JP Nagar,Casual Dining,others,1000.0,Dine-out,0
Delisias,No,No,3.700141861024285,0,Brigade Road,Bakery,Bakery,400.0,Delivery,0
Rigan Hyderabadi Bawarchi,Yes,No,3.6,133,New BEL Road,Casual Dining,"Biryani, North Indian, Chinese",700.0,Delivery,0
Vaho Kafe & Pressery,No,No,3.9,124,Bannerghatta Road,Cafe,others,500.0,Cafes,0
Nisarga Restaurant,Yes,No,3.4,6,Whitefield,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
The 90s Hash House,No,No,3.8,63,BTM,Cafe,Cafe,500.0,Delivery,0
Amrutha Foods,No,No,3.700141861024285,0,Old Airport Road,Quick Bites,South Indian,300.0,Dine-out,0
Kinara Tiffany,No,No,3.6,15,others,Quick Bites,South Indian,100.0,Delivery,0
Tasty Box,Yes,No,3.700141861024285,0,others,Delivery,others,300.0,Delivery,0
Samosa Singh,Yes,No,4.0,239,Marathahalli,Quick Bites,others,200.0,Delivery,1
Meal-bowl.com,No,No,3.700141861024285,0,Koramangala 4th Block,Delivery,North Indian,300.0,Delivery,0
Udupi Veg Express,No,No,3.700141861024285,0,Whitefield,Quick Bites,"South Indian, Chinese, North Indian",250.0,Dine-out,0
Kanti Sweets,Yes,No,3.9,101,Brigade Road,others,"Mithai, Street Food",400.0,Desserts,0
Star Briyani,No,No,3.700141861024285,0,Electronic City,Quick Bites,"Biryani, North Indian",200.0,Dine-out,0
Delicious Cakes,No,No,3.1,9,Marathahalli,Dessert Parlor,Bakery,400.0,Delivery,0
The Marash,Yes,No,4.3,67,Koramangala 5th Block,Dessert Parlor,others,250.0,Delivery,1
RoadHouse Grill,Yes,No,3.8,99,Whitefield,Quick Bites,others,450.0,Dine-out,0
Bombay Kulfi,Yes,No,3.8,18,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,0
Hungerbreak 24x7,Yes,No,3.0,7,others,Delivery,others,300.0,Delivery,0
Ritomi's Lov,Yes,No,3.7,48,Bellandur,Quick Bites,North Indian,400.0,Dine-out,0
Midnight Restro,Yes,No,3.4,55,BTM,Delivery,"North Indian, Fast Food",500.0,Delivery,0
The Tao Terraces,Yes,Yes,4.0,1913,MG Road,Casual Dining,others,2100.0,Delivery,1
Koramangala Social,Yes,No,4.6,4694,Koramangala 7th Block,others,others,1500.0,Dine-out,1
Flayvours4u,No,No,3.2,27,others,others,others,150.0,Delivery,0
Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,Casual Dining,others,600.0,Dine-out,0
Cafe Coffee Day The Lounge,Yes,No,3.8,76,HSR,Cafe,"Cafe, Fast Food",650.0,Delivery,0
Cake Bite,No,No,3.700141861024285,0,Banashankari,Bakery,Bakery,300.0,Delivery,0
Hunger House 32,No,No,3.700141861024285,0,Ejipura,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Sotang's,No,No,3.3,9,Kammanahalli,Quick Bites,"North Indian, Chinese",250.0,Delivery,0
Indian Kitchen Eateries-IKE,Yes,No,3.4,8,BTM,Quick Bites,Fast Food,150.0,Delivery,0
Chugg,No,Yes,4.0,749,Church Street,others,others,1100.0,Pubs and bars,1
GulpnBurp,No,No,3.700141861024285,0,Old Airport Road,Delivery,"North Indian, South Indian",400.0,Delivery,0
XO Belgian Waffle,Yes,No,4.4,96,Indiranagar,Dessert Parlor,"Desserts, Beverages",400.0,Desserts,1
New Shanthi Sagar,No,No,2.8,118,Domlur,Casual Dining,others,450.0,Delivery,0
Sunny Spice Chinese Restaurant,Yes,No,3.3,44,Rajajinagar,Casual Dining,others,650.0,Delivery,0
Arirang Korean Restaurant,No,Yes,4.0,237,Kammanahalli,Casual Dining,others,1400.0,Dine-out,1
Murugan Mess,No,No,3.3,7,Shivajinagar,others,South Indian,150.0,Dine-out,0
Naati Manae,Yes,No,2.7,25,Malleshwaram,others,others,700.0,Dine-out,0
Yaduvanshi Hotel,No,No,3.700141861024285,0,BTM,Quick Bites,others,300.0,Delivery,0
Tanoor Tandoori,Yes,No,3.700141861024285,0,Bellandur,Delivery,others,550.0,Delivery,0
The Hungry Shark Cafe,No,No,3.9,117,Electronic City,Cafe,others,700.0,Cafes,0
Khatta Meetha Teekha,Yes,No,4.3,193,Koramangala 6th Block,Quick Bites,others,300.0,Delivery,1
Uno Chicago Bar & Grill,No,Yes,4.2,156,Whitefield,others,others,1800.0,Dine-out,1
Sri Sai Mango Tree Restaurant,No,No,3.6,336,Bellandur,Casual Dining,others,600.0,Delivery,0
Me N U,No,No,3.700141861024285,0,Bannerghatta Road,Quick Bites,others,500.0,Dine-out,0
Cravisthan,Yes,No,3.700141861024285,0,Domlur,Quick Bites,"South Indian, North Indian",500.0,Delivery,0
Sri Vishnu Grand & Garden Restaurant,Yes,No,3.8,8,Sarjapur Road,Quick Bites,others,500.0,Delivery,0
Moksha,Yes,No,3.6,42,others,"Casual Dining, Bar",others,500.0,Delivery,0
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,others,100.0,Delivery,0
California Burrito,No,No,4.2,124,Malleshwaram,others,others,400.0,Dine-out,1
Cafe Thulp,Yes,No,4.1,3007,Koramangala 1st Block,Cafe,others,1000.0,Delivery,1
Mounika Andhra Mess,No,No,3.700141861024285,0,others,others,"South Indian, Biryani",400.0,Delivery,0
Asia In A Box,Yes,No,3.2,5,Koramangala 1st Block,"Takeaway, Delivery",others,550.0,Delivery,0
Milano Ice Cream,No,No,4.5,208,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,1
Pappu BC,No,No,3.700141861024285,0,Shivajinagar,Quick Bites,"North Indian, Biryani",300.0,Dine-out,0
Cluckees,No,No,3.700141861024285,0,Whitefield,Quick Bites,Fast Food,300.0,Delivery,0
Polamma's Mess,Yes,No,4.2,185,BTM,others,"North Indian, Chinese, Biryani",300.0,Delivery,1
Kesar Sweet Shop and Fast Food,No,No,4.0,213,BTM,Quick Bites,others,500.0,Dine-out,1
Pizza Joint Food Junction,Yes,No,3.1,8,Indiranagar,Quick Bites,others,350.0,Delivery,0
Khyma Biryani,Yes,No,3.9,240,Kalyan Nagar,Casual Dining,Biryani,600.0,Delivery,0
Organic,No,No,3.700141861024285,0,Rajajinagar,others,"Beverages, Desserts",300.0,Desserts,0
Tandoori Junction,Yes,No,3.9,81,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,0
Baskin Robbins,Yes,No,3.8,23,others,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,0
The Shawarma Shop,Yes,No,4.1,381,BTM,Quick Bites,Arabian,250.0,Delivery,1
Deli Chats & Sweets,Yes,No,3.700141861024285,0,Bellandur,Quick Bites,others,200.0,Dine-out,0
AutoExpress - Hot Dogs,Yes,No,3.3,5,HSR,Quick Bites,Fast Food,300.0,Dine-out,0
Reddy's Hotel,No,No,3.700141861024285,0,Indiranagar,Quick Bites,Andhra,150.0,Dine-out,0
Wow Momo,Yes,No,3.7,46,New BEL Road,Quick Bites,others,400.0,Delivery,0
Hotel Arogya,No,No,3.700141861024285,0,HSR,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out,0
Malabar Kitchen,Yes,No,3.2,5,Commercial Street,Quick Bites,others,300.0,Delivery,0
TheRiceBowl.In,Yes,No,3.4,19,BTM,others,"Biryani, North Indian",200.0,Delivery,0
Pathak's Kitchen,No,No,3.700141861024285,0,HSR,"Takeaway, Delivery","North Indian, Chinese",300.0,Delivery,0
Royal Chef Naati Oota,No,No,4.0,194,JP Nagar,Casual Dining,others,500.0,Dine-out,1
Just Protein,Yes,No,3.4,5,others,others,others,350.0,Dine-out,0
Veruthe Oru Thattukada,Yes,No,3.7,27,BTM,Quick Bites,"Kerala, South Indian",400.0,Delivery,0
Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2232,Bellandur,others,others,1400.0,Delivery,1
Django,Yes,Yes,4.0,210,Indiranagar,Cafe,others,800.0,Desserts,1
Burger King,Yes,No,3.2,188,Bannerghatta Road,Quick Bites,others,600.0,Dine-out,0
The Terrace at Gilly's Redefined,No,Yes,4.6,866,Koramangala 4th Block,others,others,1400.0,Dine-out,1
Food Ka Masti,Yes,No,3.2,45,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian",400.0,Delivery,0
Biryani Cart,No,No,3.700141861024285,0,Bellandur,Delivery,"Biryani, North Indian",400.0,Delivery,0
Rim Naam - The Oberoi,No,No,4.6,988,MG Road,others,others,3000.0,Dine-out,1
Cake Menu,Yes,No,3.5,25,Marathahalli,Bakery,Bakery,400.0,Desserts,0
Momos Corner,Yes,No,3.1,15,others,Quick Bites,others,250.0,Delivery,0
Kebarbiq,No,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800.0,Delivery,1
The Jade Kitchen,Yes,No,4.0,116,JP Nagar,Casual Dining,"Chinese, Thai",400.0,Delivery,1
Tripura Express,Yes,No,3.0,168,Old Airport Road,"Takeaway, Delivery",others,450.0,Delivery,0
Shuddh Desi Khana,Yes,No,4.1,600,Bannerghatta Road,Quick Bites,North Indian,400.0,Dine-out,1
French Bakery,No,No,3.3,7,BTM,Delivery,others,250.0,Delivery,0
Kolkata Kati Rolls,No,No,2.9,17,Jayanagar,others,"Fast Food, Rolls",200.0,Delivery,0
Insomniac's Delight,Yes,No,4.0,231,Electronic City,Delivery,others,300.0,Delivery,1
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500.0,Dine-out,0
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,0
Antilla Aromas,Yes,No,3.7,22,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300.0,Desserts,0
Best Shawarmas,Yes,No,3.700141861024285,0,BTM,Delivery,others,300.0,Delivery,0
The Cake City,Yes,No,3.2,4,Shanti Nagar,others,others,300.0,Delivery,0
Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,"North Indian, Chinese, Fast Food",500.0,Dine-out,0
5 Degree Centigrade,No,No,3.700141861024285,0,Koramangala 7th Block,others,others,150.0,Desserts,0
The Marash,Yes,No,4.3,64,Koramangala 5th Block,Dessert Parlor,others,250.0,Delivery,1
Thottathil Restaurant,No,No,3.8,71,BTM,Quick Bites,others,300.0,Dine-out,0
East Cafe Corner,No,No,3.700141861024285,0,Frazer Town,Quick Bites,others,150.0,Delivery,0
The Bawarchi,Yes,No,2.6,254,Banaswadi,Casual Dining,"North Indian, Chinese",1050.0,Dine-out,0
Wellness Cafe,No,No,3.700141861024285,0,Bannerghatta Road,Cafe,others,400.0,Dine-out,0
China Down Town,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,Chinese,800.0,Delivery,0
Five Star Chicken,No,No,2.9,49,Marathahalli,Quick Bites,"Fast Food, Burger",300.0,Dine-out,0
Swaadh,No,No,3.700141861024285,0,Electronic City,Quick Bites,others,300.0,Dine-out,0
Kaifu,Yes,No,4.2,421,New BEL Road,Casual Dining,others,700.0,Delivery,1
World In A Bowl,Yes,No,2.9,40,Indiranagar,Delivery,others,600.0,Delivery,0
Maxpresso,No,No,4.1,324,Koramangala 7th Block,Cafe,others,700.0,Delivery,1
Brownie Points,Yes,No,3.8,25,Koramangala 4th Block,Bakery,"Bakery, Desserts",300.0,Delivery,0
Cakes And Crumbs,No,No,3.4,8,JP Nagar,Dessert Parlor,Bakery,350.0,Desserts,0
Shake It Off,Yes,No,3.9,17,Kalyan Nagar,others,"Beverages, Fast Food",600.0,Delivery,0
Mr. Paratha & Ms. Curry,No,No,3.700141861024285,0,Electronic City,Quick Bites,Biryani,300.0,Dine-out,0
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,others,650.0,Delivery,1
Filmy Kitchen,Yes,No,3.7,182,Bellandur,Quick Bites,others,400.0,Delivery,0
Kidambi's Kitchen,No,No,3.4,52,Banashankari,Quick Bites,South Indian,300.0,Dine-out,0
Cafe Noir,Yes,No,3.700141861024285,0,Koramangala 7th Block,Casual Dining,others,1500.0,Delivery,0
Sulaimani Chai,No,No,3.8,21,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",100.0,Dine-out,0
Ghar Ki Rasoi,Yes,No,3.7,50,Bellandur,Casual Dining,North Indian,500.0,Dine-out,0
Northern Gate- Gateway Hotel,No,Yes,3.9,107,Residency Road,Casual Dining,North Indian,1900.0,Dine-out,0
Five Star Chicken,Yes,No,3.7,69,others,Quick Bites,"Fast Food, Burger",300.0,Delivery,0
Meat And Eat (ME),No,No,3.6,97,Old Airport Road,Quick Bites,"Fast Food, Burger",500.0,Dine-out,0
Melange - Hotel Ekaa,Yes,Yes,3.2,426,Electronic City,Casual Dining,others,900.0,Buffet,0
Armani Kabab Centre,Yes,No,3.700141861024285,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300.0,Delivery,0
Biriyani Bungalow,Yes,No,3.2,4,HSR,Casual Dining,"Biryani, North Indian",600.0,Dine-out,0
Kuttanadu Family Restaurant,Yes,No,3.6,17,others,Casual Dining,others,600.0,Desserts,0
Dande Hyderabad Biryani,Yes,No,3.700141861024285,0,Electronic City,Quick Bites,others,500.0,Delivery,0
Mast Kalandar,No,No,2.1,337,Bellandur,Casual Dining,North Indian,450.0,Delivery,0
Madeena Restaurant,No,No,3.700141861024285,0,others,Quick Bites,North Indian,300.0,Dine-out,0
Chick Inn 24x7,No,No,3.6,86,Malleshwaram,Quick Bites,Fast Food,450.0,Delivery,0
Just Eat,Yes,No,3.5,18,Indiranagar,Quick Bites,others,500.0,Dine-out,0
Blu Dale Fast Food,No,No,3.3,7,Ejipura,Quick Bites,others,250.0,Delivery,0
Hungry Lion,No,No,3.0,16,others,Quick Bites,others,200.0,Delivery,0
Swathi Greenland,Yes,No,3.7,174,others,"Casual Dining, Bar",others,800.0,Drinks & nightlife,0
The Big O Bakes,No,No,4.0,66,Banashankari,Bakery,"Bakery, Desserts",300.0,Desserts,1
Adithya,Yes,No,4.0,332,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,1
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,others,600.0,Delivery,0
Trippy Paradise,Yes,No,2.6,61,BTM,Cafe,Cafe,900.0,Delivery,0
Kaulige Millet Corner,Yes,No,4.0,32,Brigade Road,Quick Bites,others,300.0,Dine-out,1
White Elefan Coffee and Snack Bar,Yes,No,3.9,44,Koramangala 6th Block,Quick Bites,others,550.0,Delivery,0
Banana Beach Bar,Yes,Yes,3.7,1014,Koramangala 6th Block,others,others,1300.0,Dine-out,0
Night Restro,Yes,No,3.1,224,BTM,Delivery,"North Indian, Chinese",500.0,Delivery,0
Shanthi Sweets & Bakery,No,No,3.4,9,others,others,"Mithai, Street Food",200.0,Desserts,0
Pepper Pillar,No,No,3.4,11,Electronic City,Casual Dining,South Indian,700.0,Delivery,0
Fatso's,Yes,No,3.8,72,Brigade Road,Cafe,others,650.0,Dine-out,0
Ande Ka Funda,No,No,3.2,9,Koramangala 5th Block,Quick Bites,others,250.0,Delivery,0
Millers 46,No,Yes,4.4,2266,others,Casual Dining,others,1100.0,Delivery,1
Andhra Food Cafe (AFC),Yes,No,3.3,46,Electronic City,Quick Bites,others,250.0,Dine-out,0
Noibidya,No,No,3.5,45,Marathahalli,Quick Bites,others,400.0,Dine-out,0
Mummy Dhaba,Yes,No,3.4,48,Ulsoor,Quick Bites,North Indian,300.0,Dine-out,0
Kriti Dugar,No,No,3.4,6,Marathahalli,Dessert Parlor,Desserts,200.0,Delivery,0
Nagas,Yes,No,3.3,34,others,others,others,500.0,Delivery,0
Chinese Fire Dragon,Yes,No,3.4,25,Domlur,Casual Dining,others,550.0,Delivery,0
As On Fire,Yes,No,3.8,174,HSR,Quick Bites,others,400.0,Delivery,0
Wanderers,No,Yes,4.0,661,Kalyan Nagar,others,others,1500.0,Drinks & nightlife,1
